id	parent	user	user_role	time	last_time	text	reply_count	is_deleted	deleted_by	deleted_at	can_edit	can_moderate	can_delete	actions	target	replies	subscriptions	is_pinned	pinned_by	pinned_at	is_staff_replied	is_reported	attachments	thread	submission	edited_by	edited_at	epic_count	abuse_count	vote	translations
1192129	None	18286809	student	2019-09-28T16:23:05Z	2019-09-28T16:23:05Z	"<p>Горный университет предоставляет такую возможность, но при этом не выполняется первое правило: у нас всех почта это латинская буква + номер студенческого, и поэтому обычный ""имейл"" с от любой другой организации с моим именем выглядит ""солиднее"" и предпочтительнее</p>"	0	False	None	None	False	False	False	{'vote': True}	583236	[]	['31-31-1192129']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1192129	{}
1192734	None	61412499	student	2019-09-29T07:38:10Z	2019-09-29T07:38:10Z	"<p>МГУ, биотехнологический факультет, третий курс.<br>
""Механизм и перспективы переработки полиэтилентерефталата бактериями вида <em>Ideonella sakaiensis""</em></p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1192734']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1192734	{}
1195302	None	135871209	student	2019-09-30T16:41:27Z	2019-09-30T16:41:27Z	Пока статей не планирую, но рефераты и прочее... Нужно уметь)	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1195302']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1195302	{}
1195551	None	50544191	student	2019-09-30T19:22:24Z	2019-09-30T19:22:24Z	ДГТУ, 3 курс<br>Проблемы выбора защитных устройств (автоматов) в сетях 0,4 кВ из огромного предлагаемого различными производителями перечня.	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1195551']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1195551	{}
1196020	None	58306208	student	2019-10-01T07:49:08Z	2019-10-01T07:49:08Z	<p>всё очень просто разделите на 10</p>	0	False	None	None	False	False	False	{'vote': True}	535606	[]	['31-31-1196020']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1196020	{}
1196036	991738	58306208	student	2019-10-01T07:57:23Z	2019-10-01T07:57:23Z	<p><strong>@Roman_Melnychuk</strong>, нет, прочитай анотацию</p>	0	False	None	None	False	False	False	{'vote': True}	532966	[]	['31-31-991738']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1196036	{}
1196679	None	134267633	student	2019-10-01T13:46:12Z	2019-10-01T13:46:12Z	"<p><br>
СКФУ, статья: ""Актуальные вопросы использования естественных источников в производстве функциональных продуктов питания""</p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1196679']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1196679	{}
1197132	None	134267633	student	2019-10-01T17:45:57Z	2019-10-01T17:45:57Z	"<p><br>
Причиной написания научной статьи является конечно необходимость это сделать - студенту, магистранту, аспиранту (в соответствие со стандартом и учебным планом) и конечно же преподавателю (карьерный рост, необходимость чтобы учащиеся писали научные статьи). Написание научных статей является уже необходимостью, стилем жизни особенно в высшей школе.</p>"	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-1197132']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1197132	{}
1197483	None	76807846	student	2019-10-01T21:42:05Z	2019-10-01T21:42:05Z	Про рефлексию 	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1197483']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1197483	{}
1197567	None	51215408	student	2019-10-02T00:29:49Z	2019-10-02T00:29:49Z	<p>Прочла. Тема интересная. Даже не подозревала, что есть программа, которая работает по ключевым словам. Что Не понравилось:введение, тк совершенно не отражает главную мысль исследования, методы частично описаны в результатах и обсуждениях. Дальше не прочла, тк двоякое отношение. </p>	0	False	None	None	False	False	False	{'vote': True}	429376	[]	['31-31-1197567']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1197567	{}
1166252	1115547	17406227	teacher	2019-09-10T16:09:40Z	2019-09-10T16:09:40Z	"<p><strong>@Анастасия_Оноприенко</strong>, спасибо за ваше замечание! Я действительно некорректно сформулировал один из правильных ответов - исправил. Однако, в свою защиту хочу сказать, что контрастность и вид графиков при переводе в черно-белую гамму зависит от многих факторов:</p>

<ul>
	<li>бумага,</li>
	<li>качество печати,</li>
	<li>зрение читателя,</li>
	<li>условия чтения.</li>
</ul>

<p>Поскольку проконтролировать последние два пункта нельзя, приходиться принимать максимально эффективные меры во избежание проблем с котрастностью. </p>"	0	False	None	None	False	False	False	{'vote': True}	583227	[]	['31-31-1115547']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1166252	{}
1166255	1113270	17406227	teacher	2019-09-10T16:10:53Z	2019-09-10T16:10:53Z	<p><strong>@Анастасия_Оноприенко</strong>, спасибо, исправили опечатку!</p>	0	False	None	None	False	False	False	{'vote': True}	531056	[]	['31-31-1113270']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1166255	{}
1170249	None	131536207	student	2019-09-13T11:21:30Z	2019-09-13T11:21:30Z	СПбГАУ, физиология растений	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1170249']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1170249	{}
1173129	None	97401687	student	2019-09-15T19:45:14Z	2019-09-15T19:45:14Z	Суд статистика, РГУП	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1173129']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1173129	{}
1173762	1000660	44114405	student	2019-09-16T10:45:27Z	2019-09-16T10:45:27Z	<p><strong>@Алина_Балыкова</strong>, ёщё Эрлих (грубо - основатель фармакологии) говорил, что лекарства должны быть подобны пуле: точно метить в мишень и не влиять на остальной организм. До сих пор таких волшебных пуль практически нет :)</p>	0	False	None	None	False	False	False	{'vote': True}	420779	[]	['31-31-1000660']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1173762	{}
1173767	None	44114405	student	2019-09-16T10:50:21Z	2019-09-16T10:50:21Z	<p>Добавлю пример к связи с работами других учёных, а то из видео может быть не до конца ясным, как совершенно новым теориям приживаться в науке :) Но, например, в физике, когда изобретались целые новые области, считалось хорошим тоном показать, что в предельном случае теория сводится к старой. Например, что какой-либо квантовый эффект при стремлении массы к бесконечности описывается законами классической механики</p>	0	False	None	None	False	False	False	{'vote': True}	420779	[]	['31-31-1173767']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1173767	{}
1173787	948600	44114405	student	2019-09-16T11:03:13Z	2019-09-16T11:03:13Z	<p><strong>@Елена_Дружинская</strong>, на гитхабе ещё и цитировать зачастую просят при использовании</p>	0	False	None	None	False	False	False	{'vote': True}	420811	[]	['31-31-948600']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1173787	{}
1173833	721543	44114405	student	2019-09-16T11:23:33Z	2019-09-16T11:23:33Z	<p><strong>@Диана_Исмаилова</strong>, что-то грустно звучит, особенно последний пункт.</p>	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-721543']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1173833	{}
1173885	721543	33556268	student	2019-09-16T12:00:22Z	2019-09-16T12:00:22Z	"Статьи становятся не средством движения научной мысли, а простым инструментом для продвижения по карьерной лестнице. <br>Пишутся то из-под палки, то кое-как и кое-кем. Количество статей студентов и преподавателей оправдывает статус университетов НИУ..<br>Я думаю, интересующиеся люди в курсе всех новшеств в этой системе.<br>Рискну предположить, если провести опрос среди участников и этого курса, немало выявится именно таких ""учёных"", которым вроде и нечего сказать нового в науке, но кто-то сверху настоятельно требует, и начинается высасывание из пальца, перевод иностранных статей и прочие махинации, удерживающие и продвигающие людей. <br>У нас в университете была преподавательница от Бога, её любили студенты, но она не писала научных статей, и вы сами можете предположить, что с ней произошло. Нельзя оценивать слона по умению летать. Индекс цитирования это вообще отдельная песня, если говорить об узких и сложных технических специализациях, и ставить им в противовес мастеров словесности, психологии и проч."	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-721543']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1173885	{}
1173959	721543	44114405	student	2019-09-16T12:24:30Z	2019-09-16T12:24:30Z	"<p><strong>@Диана_Исмаилова</strong>, рискну предположить, что долго такая ситуация не продержится. И так выпускается очень много статей, сложно в них ориентироваться. Есть уже даже инструменты для <a href=""https://habr.com/ru/post/415815/"" rel=""noopener noreferrer nofollow"">автоматического анализа статей</a>, чтобы понять, что стоит читать. </p>

<p>Увеличение требований по количеству вряд ли приводит к тому, что люди начинают заниматься первоклассными исследованиями, и наука начинает развиваться ещё быстрее. Скорее, наоборот: люди публикуют чушь (или хороший материал, но по чуть-чуть). Не все, конечно, но статей в последние десятилетия стало значительно больше. Рано или поздно, это начнёт заметно тормозить науку и тогда что-то изменится. Возможно, со стороны журналов: будет группа изданий, которые опубликуют всё, но их не будут читать, а будут хорошие, в которые будет тяжело попасть. Возможно, и со стороны законодательства.</p>

<p>Что-то мне подсказывает, что эти ""новшества в системе"" далеко не учёными разрабатываются</p>"	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-721543']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1173959	{}
1174072	None	15956920	student	2019-09-16T13:39:05Z	2019-09-16T13:39:05Z	"<p>Не всегда в Google Академия функция ""Цитировать"" формирует ссылку, полностью соответствующую формату (APA, MLA или ГОСТ). Нужно проверять.</p>"	0	False	None	None	False	False	False	{'vote': True}	420989	[]	['31-31-1174072']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1174072	{}
1176078	None	127563920	student	2019-09-17T18:05:30Z	2019-09-17T18:05:30Z	"<p><br>
хорошее начало!</p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1176078']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1176078	{}
1176435	None	132618229	student	2019-09-18T04:10:19Z	2019-09-18T04:10:19Z	ГИПО 	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1176435']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1176435	{}
1176936	None	44114405	student	2019-09-18T11:44:42Z	2019-09-18T11:44:42Z	<p>Эта страница, наверное, самый лучший памятник учёному</p>	0	False	None	None	False	False	False	{'vote': True}	429761	[]	['31-31-1176936']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1176936	{}
1176980	920572	44114405	student	2019-09-18T12:05:29Z	2019-09-18T12:05:29Z	"<p><strong>@Анна_Полоян</strong>, нет, это не значит, что они были спорными :) Так часто называется последний раздел - это что-то вроде рассмотрения своих результатов с разных сторон, ""обсуждение"". Там же часто делаются смелые предположения, которые пока не подтверждены, но над которыми можно поработать в последующих статьях.</p>"	0	False	None	None	False	False	False	{'vote': True}	505605	[]	['31-31-920572']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1176980	{}
1177424	None	127563920	student	2019-09-18T17:07:44Z	2019-09-18T17:07:44Z	"<p><br>
Социальное восприятие статьи. Мужчины-женщины, рабочие-инженеры и т.д.</p>"	0	False	None	None	False	False	False	{'vote': True}	420808	[]	['31-31-1177424']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1177424	{}
1177457	None	127563920	student	2019-09-18T17:20:49Z	2019-09-18T17:20:49Z	"<p><br>
Заработать себе имя в научном мире и в истории.</p>"	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-1177457']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1177457	{}
1181201	None	127563920	student	2019-09-21T16:02:27Z	2019-09-21T16:02:27Z	"<p><br>
ознакомить читателя с предметом своей статьи. Для начала</p>"	0	False	None	None	False	False	False	{'vote': True}	429374	[]	['31-31-1181201']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1181201	{}
1182554	None	134052553	student	2019-09-22T16:43:21Z	2019-09-22T16:43:21Z	<p>ЮФУ, ИФЖ МКК, магистратура 1 курс, пока темы нет</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1182554']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1182554	{}
1182558	1164463	134055452	student	2019-09-22T16:46:13Z	2019-09-22T16:46:13Z	<p><strong>@Jack_Daniels</strong>, ок</p>	0	False	None	None	False	False	False	{'vote': True}	412994	[]	['31-31-1164463']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1182558	{}
1155523	None	77795020	student	2019-09-02T19:09:09Z	2019-09-02T19:09:09Z	<p>Спасибо вам за эту информацию</p>	0	False	None	None	False	False	False	{'vote': True}	331615	[]	['31-31-1155523']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1155523	{}
1155532	None	77795020	student	2019-09-02T19:13:40Z	2019-09-02T19:13:40Z	<p>у меня нет</p>	0	False	None	None	False	False	False	{'vote': True}	803243	[]	['31-31-1155532']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1155532	{}
1158213	None	96463463	student	2019-09-04T15:59:03Z	2019-09-04T15:59:03Z	<p>университет имени альфреда нобеля</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1158213']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1158213	{}
1158578	None	72271247	student	2019-09-04T19:41:16Z	2019-09-04T19:41:16Z	"<p><img alt="""" src=""https://ucarecdn.com/02f3b9ce-0cc7-49ea-8d66-a0fade6091f4/""></p>

<p>Можно использовать специальные слова. По нажатию на гипер-ссылку ""помощь"" вы можете найти специальные слова, которые помогут сделать поиск по автору и году. Гипер-ссылка ""помощь"" появится после того как вы введете в поле поиска запрос и произведете по нему поиск, на новой странице будут результаты и эта гипер-ссылка</p>"	0	False	None	None	False	False	False	{'vote': True}	429382	[]	['31-31-1158578']	False	None	None	False	False	[]	default	None	72271247	2019-09-04T19:44:51.198Z	2	0	31-1158578	{}
1158657	None	33038404	student	2019-09-04T20:48:57Z	2019-09-04T20:48:57Z	<p>Всем привет! Учусь в СПбПУ Петра Великого</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1158657']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1158657	{}
1160004	964704	72271247	student	2019-09-05T18:34:37Z	2019-09-05T18:34:37Z	<p><strong>@Елена_Дружинская</strong>, тоже так подумал, но мне кажется что это только вводная фраза, дальше должны быть примеры со ссылками на источники, которые показывают что на самом деле вопрос не освещен... Сам не уверен что верно</p>	0	False	None	None	False	False	False	{'vote': True}	510370	[]	['31-31-964704']	False	None	None	False	False	[]	default	None	72271247	2019-09-05T18:35:16.580Z	0	0	31-1160004	{}
1160107	1045105	72271247	student	2019-09-05T20:03:04Z	2019-09-05T20:03:04Z	"<p><strong>@Алексей_Шурыгин</strong>, возможно, поискал, вот к примеру на этом сайте <a href=""https://nauchniestati.ru/blog/kak-sostavit-cel-i-zadachi-issledovaniya/"" rel=""noopener noreferrer nofollow"">ссылка </a></p>

<p>Пример целей с этого сайта:</p>

<ol>
	<li>Изучить влияние глобального потепления на поведение полярных птиц.</li>
	<li>Выявить изменения в поведении полярных птиц, связанные с глобальным потеплением.</li>
	<li>Продемонстрировать связь между изменениями в поведении полярных птиц и глобальным потеплением.</li>
</ol>

<p>Цель должна быть ясной и понятной. Нельзя писать абстрактные утверждения и общие фразы. Уже на этом этапе необходимо четко представлять себе, возможно ли воплотить в жизнь задуманное и если да, то как это сделать. Рекомендуется использовать глаголы в неопределенной форме: «изучить», «определить», «разработать», «выявить», «установить». Другой вариант — начать фразу с имени существительного: «расследование», «определение», «демонстрация», «выяснение».</p>"	0	False	None	None	False	False	False	{'vote': True}	520009	[]	['31-31-1045105']	False	None	None	False	False	[]	default	None	72271247	2019-09-05T20:07:43.955Z	0	0	31-1160107	{}
1160110	1151901	72271247	student	2019-09-05T20:04:40Z	2019-09-05T20:04:40Z	<p><strong>@Евгения_Нефедьева</strong>, так и есть, сама статья по ходу находится прям вот тут, сверху, на степике</p>	0	False	None	None	False	False	False	{'vote': True}	520009	[]	['31-31-1151901']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1160110	{}
1160191	None	40830284	student	2019-09-05T21:17:33Z	2019-09-05T21:17:33Z	<p>мгу    биофак 3 курс</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1160191']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1160191	{}
1164463	None	130670966	student	2019-09-09T14:53:19Z	2019-09-22T16:46:13Z	<p>Кто с Юфу-лайк</p>	1	False	None	None	False	False	False	{'vote': True}	412994	[1182558]	['31-31-1164463']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1164463	{}
1165109	None	58306208	student	2019-09-10T05:33:37Z	2019-09-10T05:33:37Z	<p>не том и не номер, а выпуск</p>	0	False	None	None	False	False	False	{'vote': True}	429421	[]	['31-31-1165109']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1165109	{}
1165217	None	17212102	student	2019-09-10T07:23:11Z	2019-09-10T07:23:11Z	ТГУ физический факультет. Планирую работать с большими данными в астрофизике ✨	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1165217']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1165217	{}
1165282	None	98744416	student	2019-09-10T08:14:29Z	2019-09-10T08:14:29Z	<p>НИТУ МИСИС подземное строительство</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1165282']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1165282	{}
1165536	None	2710498	student	2019-09-10T10:21:43Z	2019-09-10T10:21:43Z	<p>ИТМО САПр, индустриальные киберфизические системы</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1165536']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1165536	{}
1165897	None	15956920	student	2019-09-10T12:59:18Z	2019-09-10T12:59:18Z	"<p><br>
Всё сложно.</p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1165897']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1165897	{}
1166230	1122849	17406227	teacher	2019-09-10T15:59:00Z	2019-09-10T15:59:00Z	<p><strong>@Алексей_Волков</strong>, большое спасибо за конспектирование!</p>	0	False	None	None	False	False	False	{'vote': True}	420780	[]	['31-31-1122849']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1166230	{}
1166233	1151901	17406227	teacher	2019-09-10T16:01:34Z	2019-09-10T16:01:34Z	<p><strong>@Oleg_Konashkov</strong>, к сожалению, Евгений убрал текст статьи со своей персональной страницы. Я добавил ссылку в том числе и для того, чтобы воздать должное одному из главных вдохновителей курса. </p>	0	False	None	None	False	False	False	{'vote': True}	520009	[]	['31-31-1151901']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1166233	{}
1166240	1115963	17406227	teacher	2019-09-10T16:03:12Z	2019-09-10T16:03:12Z	<p><strong>@Алексей_Охотниченко</strong>, большое спасибо, исправил!</p>	0	False	None	None	False	False	False	{'vote': True}	633917	[]	['31-31-1115963']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1166240	{}
1118763	None	51862962	student	2019-08-04T23:35:39Z	2019-08-04T23:35:39Z	"<p>На данный момент в процессе трудоустройства и поступления<br>
Трудоустройство, как средство самореализации</p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1118763']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1118763	{}
1120315	None	121816296	student	2019-08-05T17:17:10Z	2019-08-05T17:17:10Z	<p>В поиске идеи для статьи) БГУ</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1120315']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1120315	{}
1122849	None	3089	student	2019-08-07T12:01:51Z	2019-09-10T15:59:00Z	"<p>Расшифровка:</p>

<p>Зачем вам писать научные статьи? Какие вообще могут быть цели написания научной статьи? Написание научной статьи - полезная вещь:</p>

<ul>
	<li>установить приоритет в каких-то достигнутых научных результатах; Например, вы сделали открытие или определили какую-то закономерность или добились еще как-то научного результата. Публикую научную статью, вы говорите, что я - автор этого результата;</li>
	<li>научная статья - это очень плюс в ваше резюме; чем выше уровень научной статьи с вашим участием, тем выше вы демонстрируете уровень каких-то исследовательских навыков, уровень самостоятельной работы, уровень навыков которые востребованы в вашей области деятельности;</li>
	<li>статьи является достаточно полезной вещью с точки зрения отчетность по различным формальным признакам; например, те, кто работает в высшем образовании, знает, что типовая форма фиксации результатов по какому-то направлению научной работы, опытно конструкторским работам является написание научных статей и публикаций;</li>
	<li>административно учебная необходимость - во многих вузах необходима публикация статей по ходу выполнения выпускных квалификационных работ; если у вас есть одна-две статьи, то создать из них уже полный текст записки о курсовой работы диплома достаточно просто; нужно добавить детали: у вас есть основные положения, у вас есть актуальность, у вас есть цели, и вам необходимо добавить больше технических деталей, больше обоснований.</li>
</ul>"	1	False	None	None	False	False	False	{'vote': True}	420780	[1166230]	['31-31-1122849']	True	17406227	2019-09-10T15:59:03.331Z	True	False	[]	default	None	None	None	3	0	31-1122849	{}
1125004	1115940	17950694	student	2019-08-09T04:39:34Z	2019-08-09T04:39:34Z	И юзабилити ужасное	0	False	None	None	False	False	False	{'vote': True}	429382	[]	['31-31-1115940']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1125004	{}
1125018	None	17950694	student	2019-08-09T05:04:29Z	2019-08-09T05:04:29Z	Реферативные журналы ВИНИТИ	0	False	None	None	False	False	False	{'vote': True}	379802	[]	['31-31-1125018']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1125018	{}
1128047	None	106817726	student	2019-08-11T21:41:18Z	2019-08-11T21:41:18Z	Ни дважды перепроверенное<br>точное число, ни округленные в большую и меньшую сторону не воспринимает как правильный ответ!	0	False	None	None	False	False	False	{'vote': True}	583214	[]	['31-31-1128047']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1128047	{}
1128194	None	22386793	student	2019-08-12T06:45:52Z	2019-08-12T06:45:52Z	"<p>БГУ</p>

<p>Биологическая инвазия</p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1128194']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1128194	{}
1128218	None	122855473	student	2019-08-12T07:26:56Z	2019-08-12T07:26:56Z	КНУ, биология	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1128218']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1128218	{}
1132172	1096698	15056867	student	2019-08-15T00:37:11Z	2019-08-15T00:37:11Z	"<p><strong>@Mark_Zaslavskiy</strong>, </p>

<p><strong>@Елена_Касьянова</strong>, <br>
По каким то причинам в степике теперь нужно регистрироваться на курс, чтобы смотреть урок по прямой ссылке. Это баг, а не фича, раньше это осознанно разрешалось.</p>"	0	False	None	None	False	False	False	{'vote': True}	532958	[]	['31-31-1096698']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1132172	{}
1132175	1096698	97895905	student	2019-08-15T00:42:59Z	2019-08-15T00:42:59Z	Я зарегистрирована	0	False	None	None	False	False	False	{'vote': True}	532958	[]	['31-31-1096698']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1132175	{}
1133812	None	51862962	student	2019-08-16T10:17:07Z	2019-08-16T10:17:07Z	<p>С позволения авторов курса укажу подсказку: правильных ответов 2. Хотя так и хочется отметить все 4 варианта : )</p>	0	False	None	None	False	False	False	{'vote': True}	506035	[]	['31-31-1133812']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1133812	{}
1134728	1044064	114813963	student	2019-08-17T04:41:00Z	2019-08-17T04:41:00Z	"<p><strong>@Евгений_Попов</strong>, </p>

<p>вопрос про том, только для данной статьи том и номер совпадают</p>"	0	False	None	None	False	False	False	{'vote': True}	429421	[]	['31-31-1044064']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1134728	{}
1134732	None	31980707	student	2019-08-17T04:58:05Z	2019-08-17T04:58:05Z	"<p>МГУ, аспирант биофака. ВНИИ Экология, старший научный сотрудник</p>

<p>Тема статьи - </p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1134732']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1134732	{}
1137700	None	15682535	student	2019-08-19T14:51:11Z	2019-08-19T14:51:11Z	<p>СибГУ им. М.Ф. Решетнева, институт космической техники</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1137700']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1137700	{}
1145977	934047	21919532	student	2019-08-26T05:50:51Z	2019-08-26T05:50:51Z	<p><strong>@Alyona_Galkina</strong>, Я не совсем разобрался. Получаеться, что импакт-фактор считается только за определенный период?</p>	0	False	None	None	False	False	False	{'vote': True}	626334	[]	['31-31-934047']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1145977	{}
